dat_Subject,list,display_order,type,id,con,fab_stimulus,fab_question,fab_key,fab_instruction,fab_feedback,dat_Trial,dat_LoopNumber,dat_LoopSum,dat_AreaNumber,dat_AreaSum,dat_Ans,dat_AnsReactionTime,dat_Accuracy,dat_GD,dat_NRO,dat_NRI,dat_PRO,dat_PRI,dat_RPD,dat_SRPD,dat_RRT,dat_TRT,dat_NOF,dat_MFD
219,1,13,target,target_8,C,/+/The older kids * who were * showed all the dances * felt * amazed at the party./,Did the older kids show the dances?,N,,0,19,2,14,5,4,Y,4731,0,2031,0,0,0.0000,0.0000,2031,2031,0,2031,1,2031
219,1,14,filler,filler_27,,/+/The letter that came this morning was from a friendly classmate./,Did the letter arrive this morning?,Y,,0,20,1,1,1,1,Y,2379,1,583,0,0,0.0000,0.0000,583,583,0,583,1,583
219,1,14,filler,filler_27,,/+/The letter that came this morning was from a friendly classmate./,Did the letter arrive this morning?,Y,,0,20,2,11,1,11,Y,2379,1,6496,0,0,0.0000,0.0000,6496,6496,0,6496,1,6496
219,1,15,filler,filler_15,,/+/The book contained many useful information which could benefit the health./,Could the book be helpful for health?,Y,,0,21,1,1,1,1,Y,1644,1,542,0,0,0.0000,0.0000,542,542,0,542,1,542
219,1,15,filler,filler_15,,/+/The book contained many useful information which could benefit the health./,Could the book be helpful for health?,Y,,0,21,2,11,1,11,Y,1644,1,6879,0,0,0.0000,0.0000,6879,6879,0,6879,1,6879
219,1,16,target,target_6,G,/+/The six volunteers * taught the complicated procedure * became * very good students./,Did the volunteers teach the procedure?,N,,0,22,1,1,1,1,Y,2579,0,344,0,0,0.0000,0.0000,344,344,0,344,1,344
219,1,16,target,target_6,G,/+/The six volunteers * taught the complicated procedure * became * very good students./,Did the volunteers teach the procedure?,N,,0,22,2,11,1,3,Y,2579,0,2543,0,2,0.0000,0.6667,2543,2543,4151,6694,3,2231
219,1,16,target,target_6,G,/+/The six volunteers * taught the complicated procedure * became * very good students./,Did the volunteers teach the procedure?,N,,0,22,2,11,2,4,Y,2579,0,704,2,1,0.5000,0.2500,4952,3344,9278,9982,4,2496
219,1,16,target,target_6,G,/+/The six volunteers * taught the complicated procedure * became * very good students./,Did the volunteers teach the procedure?,N,,0,22,2,11,3,1,Y,2579,0,512,1,1,0.3333,0.3333,512,512,912,1424,3,475
219,1,16,target,target_6,G,/+/The six volunteers * taught the complicated procedure * became * very good students./,Did the volunteers teach the procedure?,N,,0,22,2,11,4,3,Y,2579,0,2759,1,0,0.5000,0.0000,15397,5304,2545,5304,2,2652
219,1,17,filler,filler_5,,/+/The author said that the new book was based on a real story./,Was the book entirely imaginary? ,N,,0,23,1,1,1,1,N,12396,1,383,0,0,0.0000,0.0000,383,383,0,383,1,383
219,1,17,filler,filler_5,,/+/The author said that the new book was based on a real story./,Was the book entirely imaginary? ,N,,0,23,2,13,1,13,N,12396,1,13583,0,0,0.0000,0.0000,13583,13583,0,13583,1,13583
219,1,18,filler,filler_38,,/+/The gatekeeper refused to hand over the door key to the man./,Did the gatekeeper refuse to hand over the key?,Y,,0,24,1,1,1,1,Y,2587,1,574,0,0,0.0000,0.0000,574,574,0,574,1,574
219,1,18,filler,filler_38,,/+/The gatekeeper refused to hand over the door key to the man./,Did the gatekeeper refuse to hand over the key?,Y,,0,24,2,12,1,12,Y,2587,1,21437,0,0,0.0000,0.0000,21437,21437,0,21437,1,21437
219,1,19,filler,filler_37,,/+/The tiger was caught after it ate two persons within one week./,Was the tiger caught?,Y,,0,25,1,1,1,1,Y,1844,1,454,0,0,0.0000,0.0000,454,454,0,454,1,454
219,1,19,filler,filler_37,,/+/The tiger was caught after it ate two persons within one week./,Was the tiger caught?,Y,,0,25,2,12,1,12,Y,1844,1,4321,0,0,0.0000,0.0000,4321,4321,0,4321,1,4321
219,1,20,target,target_7,C,/+/The old man * who was * advised on the special diet * has * not responded./,Did the old man advise on the diet?,N,,0,26,1,1,1,1,Y,3147,0,398,0,0,0.0000,0.0000,398,398,0,398,1,398
219,1,20,target,target_7,C,/+/The old man * who was * advised on the special diet * has * not responded./,Did the old man advise on the diet?,N,,0,26,2,13,1,3,Y,3147,0,1297,0,0,0.0000,0.0000,1297,1297,0,1297,1,1297
219,1,20,target,target_7,C,/+/The old man * who was * advised on the special diet * has * not responded./,Did the old man advise on the diet?,N,,0,26,2,13,2,2,Y,3147,0,847,0,0,0.0000,0.0000,847,847,0,847,1,847
219,1,20,target,target_7,C,/+/The old man * who was * advised on the special diet * has * not responded./,Did the old man advise on the diet?,N,,0,26,2,13,3,5,Y,3147,0,2713,0,0,0.0000,0.0000,2713,2713,0,2713,1,2713
219,1,20,target,target_7,C,/+/The old man * who was * advised on the special diet * has * not responded./,Did the old man advise on the diet?,N,,0,26,2,13,4,1,Y,3147,0,744,0,0,0.0000,0.0000,744,744,0,744,1,744
219,1,20,target,target_7,C,/+/The old man * who was * advised on the special diet * has * not responded./,Did the old man advise on the diet?,N,,0,26,2,13,5,2,Y,3147,0,1792,0,0,0.0000,0.0000,1792,1792,0,1792,1,1792
219,1,21,filler,filler_18,,/+/The actual price of the clothes was much higher than the man had expected./,Was the price of the clothes low?,N,,0,27,1,1,1,1,N,2587,1,391,0,0,0.0000,0.0000,391,391,0,391,1,391
219,1,21,filler,filler_18,,/+/The actual price of the clothes was much higher than the man had expected./,Was the price of the clothes low?,N,,0,27,2,14,1,14,N,2587,1,5999,0,0,0.0000,0.0000,5999,5999,0,5999,1,5999
219,1,22,target,target_9,G,/+/The famous scientist * awarded an academic prize * expressed * his excitement./,Did the scientist award a prize？,N,,0,28,1,1,1,1,Y,1635,0,455,0,0,0.0000,0.0000,455,455,0,455,1,455
219,1,22,target,target_9,G,/+/The famous scientist * awarded an academic prize * expressed * his excitement./,Did the scientist award a prize？,N,,0,28,2,10,1,3,Y,1635,0,1366,0,1,0.0000,0.5000,1366,1366,440,1806,2,903
219,1,22,target,target_9,G,/+/The famous scientist * awarded an academic prize * expressed * his excitement./,Did the scientist award a prize？,N,,0,28,2,10,2,4,Y,1635,0,640,1,0,0.5000,0.0000,2839,2399,1759,2399,2,1200
219,1,22,target,target_9,G,/+/The famous scientist * awarded an academic prize * expressed * his excitement./,Did the scientist award a prize？,N,,0,28,2,10,3,1,Y,1635,0,520,0,0,0.0000,0.0000,520,520,0,520,1,520
219,1,22,target,target_9,G,/+/The famous scientist * awarded an academic prize * expressed * his excitement./,Did the scientist award a prize？,N,,0,28,2,10,4,2,Y,1635,0,1480,0,0,0.0000,0.0000,1480,1480,0,1480,1,1480
219,1,23,filler,filler_2,,/+/The small town near Taipei was famous for its rich seafood resources./,Was the small town famous?,Y,,0,29,1,1,1,1,Y,1580,1,399,0,0,0.0000,0.0000,399,399,0,399,1,399
219,1,23,filler,filler_2,,/+/The small town near Taipei was famous for its rich seafood resources./,Was the small town famous?,Y,,0,29,2,12,1,12,Y,1580,1,5871,0,0,0.0000,0.0000,5871,5871,0,5871,1,5871
219,1,24,filler,filler_30,,/+/The pop star contributed four million to the Hope project yesterday./,Did the pop star donate money yesterday?,Y,,0,30,1,1,1,1,Y,2355,1,376,0,0,0.0000,0.0000,376,376,0,376,1,376
219,1,24,filler,filler_30,,/+/The pop star contributed four million to the Hope project yesterday./,Did the pop star donate money yesterday?,Y,,0,30,2,11,1,11,Y,2355,1,7259,0,0,0.0000,0.0000,7259,7259,0,7259,1,7259
219,1,25,target,target_10,C,/+/The skilled hunters * who were * stopped killing wild animals * ended up * in prison./,Did somebody stop the hunters from killing?,Y,,0,31,1,1,1,1,Y,2963,1,447,0,0,0.0000,0.0000,447,447,0,447,1,447
219,1,25,target,target_10,C,/+/The skilled hunters * who were * stopped killing wild animals * ended up * in prison./,Did somebody stop the hunters from killing?,Y,,0,31,2,13,1,3,Y,2963,1,1782,0,0,0.0000,0.0000,1782,1782,0,1782,1,1782
219,1,25,target,target_10,C,/+/The skilled hunters * who were * stopped killing wild animals * ended up * in prison./,Did somebody stop the hunters from killing?,Y,,0,31,2,13,2,2,Y,2963,1,967,0,0,0.0000,0.0000,967,967,0,967,1,967
219,1,25,target,target_10,C,/+/The skilled hunters * who were * stopped killing wild animals * ended up * in prison./,Did somebody stop the hunters from killing?,Y,,0,31,2,13,3,4,Y,2963,1,1830,0,0,0.0000,0.0000,1830,1830,0,1830,1,1830
219,1,25,target,target_10,C,/+/The skilled hunters * who were * stopped killing wild animals * ended up * in prison./,Did somebody stop the hunters from killing?,Y,,0,31,2,13,4,2,Y,2963,1,1000,0,0,0.0000,0.0000,1000,1000,0,1000,1,1000
219,1,25,target,target_10,C,/+/The skilled hunters * who were * stopped killing wild animals * ended up * in prison./,Did somebody stop the hunters from killing?,Y,,0,31,2,13,5,2,Y,2963,1,1232,0,0,0.0000,0.0000,1232,1232,0,1232,1,1232
219,1,26,filler,filler_21,,/+/The employees were willing to work in a nice environment./,Did the employees want to work in a poor environment?,N,,0,32,1,1,1,1,N,2747,1,520,0,0,0.0000,0.0000,520,520,0,520,1,520
219,1,26,filler,filler_21,,/+/The employees were willing to work in a nice environment./,Did the employees want to work in a poor environment?,N,,0,32,2,10,1,10,N,2747,1,9240,0,0,0.0000,0.0000,9240,9240,0,9240,1,9240
219,1,27,filler,filler_20,,/+/The woman's pretty dress was burned by those naughty boys./,Was the dress burned by the boys?,Y,,0,33,1,1,1,1,Y,1730,1,447,0,0,0.0000,0.0000,447,447,0,447,1,447
219,1,27,filler,filler_20,,/+/The woman's pretty dress was burned by those naughty boys./,Was the dress burned by the boys?,Y,,0,33,2,10,1,10,Y,1730,1,9630,0,0,0.0000,0.0000,9630,9630,0,9630,1,9630
219,1,28,filler,filler_36,,/+/The biology expert argued that wild animals should be protected now./,Did the biology expert argue to pretect wild animals?,Y,,0,34,1,1,1,1,Y,4483,1,408,0,0,0.0000,0.0000,408,408,0,408,1,408
219,1,28,filler,filler_36,,/+/The biology expert argued that wild animals should be protected now./,Did the biology expert argue to pretect wild animals?,Y,,0,34,2,11,1,11,Y,4483,1,6168,0,0,0.0000,0.0000,6168,6168,0,6168,1,6168
219,1,29,target,target_18,C,/+/The young repairman * who was * paid for the bill * said * thanks to the hostress./,Did the repairman pay for the bill?,N,,0,35,1,1,1,1,N,4131,1,383,0,0,0.0000,0.0000,383,383,0,383,1,383
219,1,29,target,target_18,C,/+/The young repairman * who was * paid for the bill * said * thanks to the hostress./,Did the repairman pay for the bill?,N,,0,35,2,14,1,3,N,4131,1,2344,0,0,0.0000,0.0000,2344,2344,0,2344,1,2344
219,1,29,target,target_18,C,/+/The young repairman * who was * paid for the bill * said * thanks to the hostress./,Did the repairman pay for the bill?,N,,0,35,2,14,2,2,N,4131,1,1000,0,0,0.0000,0.0000,1000,1000,0,1000,1,1000
219,1,29,target,target_18,C,/+/The young repairman * who was * paid for the bill * said * thanks to the hostress./,Did the repairman pay for the bill?,N,,0,35,2,14,3,4,N,4131,1,1857,0,0,0.0000,0.0000,1857,1857,0,1857,1,1857
219,1,29,target,target_18,C,/+/The young repairman * who was * paid for the bill * said * thanks to the hostress./,Did the repairman pay for the bill?,N,,0,35,2,14,4,1,N,4131,1,448,0,0,0.0000,0.0000,448,448,0,448,1,448
219,1,29,target,target_18,C,/+/The young repairman * who was * paid for the bill * said * thanks to the hostress./,Did the repairman pay for the bill?,N,,0,35,2,14,5,4,N,4131,1,1976,0,0,0.0000,0.0000,1976,1976,0,1976,1,1976
219,1,30,filler,filler_33,,/+/The old fireman did not believe that his wife was capable of making decisions./,Did the fireman believe his wife in making decisions?,N,,0,36,1,1,1,1,N,2732,1,511,0,0,0.0000,0.0000,511,511,0,511,1,511
219,1,30,filler,filler_33,,/+/The old fireman did not believe that his wife was capable of making decisions./,Did the fireman believe his wife in making decisions?,N,,0,36,2,14,1,14,N,2732,1,8104,0,0,0.0000,0.0000,8104,8104,0,8104,1,8104
219,1,31,target,target_12,G,/+/The new manager * promised a better office * worked * much harder./,Did someone promise the manager a office?,Y,,0,37,1,1,1,1,Y,1900,1,1095,0,0,0.0000,0.0000,1095,1095,0,1095,1,1095
219,1,31,target,target_12,G,/+/The new manager * promised a better office * worked * much harder./,Did someone promise the manager a office?,Y,,0,37,2,10,1,3,Y,1900,1,1407,0,0,0.0000,0.0000,1407,1407,0,1407,1,1407
219,1,31,target,target_12,G,/+/The new manager * promised a better office * worked * much harder./,Did someone promise the manager a office?,Y,,0,37,2,10,2,4,Y,1900,1,2225,0,0,0.0000,0.0000,2225,2225,0,2225,1,2225
219,1,31,target,target_12,G,/+/The new manager * promised a better office * worked * much harder./,Did someone promise the manager a office?,Y,,0,37,2,10,3,1,Y,1900,1,560,0,0,0.0000,0.0000,560,560,0,560,1,560
219,1,31,target,target_12,G,/+/The new manager * promised a better office * worked * much harder./,Did someone promise the manager a office?,Y,,0,37,2,10,4,2,Y,1900,1,3591,0,0,0.0000,0.0000,3591,3591,0,3591,1,3591
219,1,32,filler,filler_26,,/+/The magazine was expanded greatly in the number of pages./,Was the magazine expanded?,Y,,0,38,1,1,1,1,Y,2235,1,372,0,0,0.0000,0.0000,372,372,0,372,1,372
219,1,32,filler,filler_26,,/+/The magazine was expanded greatly in the number of pages./,Was the magazine expanded?,Y,,0,38,2,10,1,10,Y,2235,1,11289,0,0,0.0000,0.0000,11289,11289,0,11289,1,11289
219,1,33,filler,filler_16,,/+/The student with blue eyes made many mistakes of all the class./,Did the student with blue eyes never make mistakes?,N,,0,39,1,1,1,1,N,2330,1,351,0,0,0.0000,0.0000,351,351,0,351,1,351
219,1,33,filler,filler_16,,/+/The student with blue eyes made many mistakes of all the class./,Did the student with blue eyes never make mistakes?,N,,0,39,2,12,1,12,N,2330,1,6079,0,0,0.0000,0.0000,6079,6079,0,6079,1,6079
219,1,34,target,target_13,G,/+/An American teenager * refused to enter the bar * burst into * anger./,Did the teenager refuse to enter the bar?,N,,0,40,1,1,1,1,N,2347,1,424,0,0,0.0000,0.0000,424,424,0,424,1,424
219,1,34,target,target_13,G,/+/An American teenager * refused to enter the bar * burst into * anger./,Did the teenager refuse to enter the bar?,N,,0,40,2,11,1,3,N,2347,1,1624,0,0,0.0000,0.0000,1624,1624,0,1624,1,1624
219,1,34,target,target_13,G,/+/An American teenager * refused to enter the bar * burst into * anger./,Did the teenager refuse to enter the bar?,N,,0,40,2,11,2,5,N,2347,1,2529,0,0,0.0000,0.0000,2529,2529,0,2529,1,2529
219,1,34,target,target_13,G,/+/An American teenager * refused to enter the bar * burst into * anger./,Did the teenager refuse to enter the bar?,N,,0,40,2,11,3,2,N,2347,1,1280,0,1,0.0000,0.5000,1280,1280,968,2248,2,1124
219,1,34,target,target_13,G,/+/An American teenager * refused to enter the bar * burst into * anger./,Did the teenager refuse to enter the bar?,N,,0,40,2,11,4,1,N,2347,1,1504,1,0,0.5000,0.0000,2792,1824,320,1824,2,912
219,1,35,filler,filler_13,,/+/The strange man on the subway sold fake watches to different passengers./,Did the strange man sell fake watches?,Y,,0,41,1,1,1,1,Y,3131,1,415,0,0,0.0000,0.0000,415,415,0,415,1,415
219,1,35,filler,filler_13,,/+/The strange man on the subway sold fake watches to different passengers./,Did the strange man sell fake watches?,Y,,0,41,2,12,1,12,Y,3131,1,17363,0,0,0.0000,0.0000,17363,17363,0,17363,1,17363
219,1,36,filler,filler_19,,/+/The boss asked the salesman to give some explanations for his mistake./,Did the boss want an explanation from the salesman?,Y,,0,42,1,1,1,1,Y,3443,1,479,0,0,0.0000,0.0000,479,479,0,479,1,479
219,1,36,filler,filler_19,,/+/The boss asked the salesman to give some explanations for his mistake./,Did the boss want an explanation from the salesman?,Y,,0,42,2,12,1,12,Y,3443,1,6701,0,0,0.0000,0.0000,6701,6701,0,6701,1,6701
219,1,37,target,target_20,C,/+/The foreign client * who was * answered about the contract * praised on * secretary's patience./,Did the client answer about the contract?,N,,0,43,1,1,1,1,Y,3579,0,319,0,0,0.0000,0.0000,319,319,0,319,1,319
219,1,37,target,target_20,C,/+/The foreign client * who was * answered about the contract * praised on * secretary's patience./,Did the client answer about the contract?,N,,0,43,2,13,1,3,Y,3579,0,2608,0,0,0.0000,0.0000,2608,2608,0,2608,1,2608
219,1,37,target,target_20,C,/+/The foreign client * who was * answered about the contract * praised on * secretary's patience./,Did the client answer about the contract?,N,,0,43,2,13,2,2,Y,3579,0,920,0,0,0.0000,0.0000,920,920,0,920,1,920
219,1,37,target,target_20,C,/+/The foreign client * who was * answered about the contract * praised on * secretary's patience./,Did the client answer about the contract?,N,,0,43,2,13,3,4,Y,3579,0,1415,0,0,0.0000,0.0000,1415,1415,0,1415,1,1415
219,1,37,target,target_20,C,/+/The foreign client * who was * answered about the contract * praised on * secretary's patience./,Did the client answer about the contract?,N,,0,43,2,13,4,2,Y,3579,0,1120,0,0,0.0000,0.0000,1120,1120,0,1120,1,1120
219,1,37,target,target_20,C,/+/The foreign client * who was * answered about the contract * praised on * secretary's patience./,Did the client answer about the contract?,N,,0,43,2,13,5,2,Y,3579,0,1792,0,0,0.0000,0.0000,1792,1792,0,1792,1,1792
219,1,38,filler,filler_23,,/+/All citizens celebrated the New Year cheerfully with a dance party./,Did all citizens have a dance party?,Y,,0,44,1,1,1,1,Y,1675,1,247,0,0,0.0000,0.0000,247,247,0,247,1,247
219,1,38,filler,filler_23,,/+/All citizens celebrated the New Year cheerfully with a dance party./,Did all citizens have a dance party?,Y,,0,44,2,11,1,11,Y,1675,1,5504,0,0,0.0000,0.0000,5504,5504,0,5504,1,5504
219,1,39,filler,filler_34,,/+/The pretty lady was a highly skilled worker who lived near the school./,Was the pretty lady a highly skilled worker?,Y,,0,45,1,1,1,1,Y,2067,1,239,0,0,0.0000,0.0000,239,239,0,239,1,239
219,1,39,filler,filler_34,,/+/The pretty lady was a highly skilled worker who lived near the school./,Was the pretty lady a highly skilled worker?,Y,,0,45,2,13,1,13,Y,2067,1,5608,0,0,0.0000,0.0000,5608,5608,0,5608,1,5608
219,1,40,target,target_14,C,/+/The fat woman * who was * sold a beautiful dress * left * the store happily./,Did the woman sell a dress?,N,,0,46,1,1,1,1,N,1739,1,278,0,0,0.0000,0.0000,278,278,0,278,1,278
219,1,40,target,target_14,C,/+/The fat woman * who was * sold a beautiful dress * left * the store happily./,Did the woman sell a dress?,N,,0,46,2,13,1,3,N,1739,1,1393,0,0,0.0000,0.0000,1393,1393,0,1393,1,1393
219,1,40,target,target_14,C,/+/The fat woman * who was * sold a beautiful dress * left * the store happily./,Did the woman sell a dress?,N,,0,46,2,13,2,2,N,1739,1,1304,0,0,0.0000,0.0000,1304,1304,0,1304,1,1304
219,1,40,target,target_14,C,/+/The fat woman * who was * sold a beautiful dress * left * the store happily./,Did the woman sell a dress?,N,,0,46,2,13,3,4,N,1739,1,1720,0,0,0.0000,0.0000,1720,1720,0,1720,1,1720
219,1,40,target,target_14,C,/+/The fat woman * who was * sold a beautiful dress * left * the store happily./,Did the woman sell a dress?,N,,0,46,2,13,4,1,N,1739,1,408,0,0,0.0000,0.0000,408,408,0,408,1,408
219,1,40,target,target_14,C,/+/The fat woman * who was * sold a beautiful dress * left * the store happily./,Did the woman sell a dress?,N,,0,46,2,13,5,3,N,1739,1,1872,0,0,0.0000,0.0000,1872,1872,0,1872,1,1872
219,1,41,filler,filler_1,,/+/The tall woman had a walk with her husband last night./,Did the woman had a walk alone? ,N,,0,47,1,1,1,1,N,2331,1,543,0,0,0.0000,0.0000,543,543,0,543,1,543
219,1,41,filler,filler_1,,/+/The tall woman had a walk with her husband last night./,Did the woman had a walk alone? ,N,,0,47,2,11,1,11,N,2331,1,5096,0,0,0.0000,0.0000,5096,5096,0,5096,1,5096
219,1,42,filler,filler_11,,/+/The young student won the first place in the competition on Wednesday./,Did the young student win the competition?,Y,,0,48,1,1,1,1,Y,2682,1,327,0,0,0.0000,0.0000,327,327,0,327,1,327
219,1,42,filler,filler_11,,/+/The young student won the first place in the competition on Wednesday./,Did the young student win the competition?,Y,,0,48,2,12,1,12,Y,2682,1,6496,0,0,0.0000,0.0000,6496,6496,0,6496,1,6496
219,1,43,filler,filler_29,,/+/The poor parents were not able to send their children to school./,Could the parents afford their children to school?,N,,0,49,1,1,1,1,Y,5075,0,281,0,0,0.0000,0.0000,281,281,0,281,1,281
219,1,43,filler,filler_29,,/+/The poor parents were not able to send their children to school./,Could the parents afford their children to school?,N,,0,49,2,12,1,12,Y,5075,0,6104,0,0,0.0000,0.0000,6104,6104,0,6104,1,6104
219,1,44,target,target_3,G,/+/A silly boy * called during the play * left * the theater quickly./,Did somebody call the boy during the play?,Y,,0,50,1,1,1,1,Y,5228,1,254,0,0,0.0000,0.0000,254,254,0,254,1,254
219,1,44,target,target_3,G,/+/A silly boy * called during the play * left * the theater quickly./,Did somebody call the boy during the play?,Y,,0,50,2,11,1,3,Y,5228,1,1097,0,1,0.0000,0.5000,1097,1097,1752,2849,2,1425
219,1,44,target,target_3,G,/+/A silly boy * called during the play * left * the theater quickly./,Did somebody call the boy during the play?,Y,,0,50,2,11,2,4,Y,5228,1,1608,1,1,0.3333,0.3333,1608,1608,2470,4078,3,1359
219,1,44,target,target_3,G,/+/A silly boy * called during the play * left * the theater quickly./,Did somebody call the boy during the play?,Y,,0,50,2,11,3,1,Y,5228,1,1056,1,1,0.3333,0.3333,1056,1056,969,2025,3,675
219,1,44,target,target_3,G,/+/A silly boy * called during the play * left * the theater quickly./,Did somebody call the boy during the play?,Y,,0,50,2,11,4,3,Y,5228,1,2984,1,0,0.5000,0.0000,9999,4808,1824,4808,2,2404
219,1,45,filler,filler_14,,/+/The professor told that gesture was an important tool to convey messages./,Did the professor tell the importance of gesture?,Y,,0,51,1,1,1,1,Y,2403,1,422,0,0,0.0000,0.0000,422,422,0,422,1,422
219,1,45,filler,filler_14,,/+/The professor told that gesture was an important tool to convey messages./,Did the professor tell the importance of gesture?,Y,,0,51,2,12,1,12,Y,2403,1,14576,0,0,0.0000,0.0000,14576,14576,0,14576,1,14576
219,1,46,filler,filler_31,,/+/The tour guide gave some helpful suggestions which made the trip perfect./,Were the tour guide's suggestions useless?,N,,0,52,1,1,1,1,N,2595,1,519,0,0,0.0000,0.0000,519,519,0,519,1,519
219,1,46,filler,filler_31,,/+/The tour guide gave some helpful suggestions which made the trip perfect./,Were the tour guide's suggestions useless?,N,,0,52,2,12,1,12,N,2595,1,12942,0,0,0.0000,0.0000,12942,12942,0,12942,1,12942
219,1,47,target,target_16,C,/+/Several angry workers * who were * told about low wages * decided * to have a protest./,Did the workers tell about low wages?,N,,0,53,1,1,1,1,Y,3658,0,559,0,0,0.0000,0.0000,559,559,0,559,1,559
219,1,47,target,target_16,C,/+/Several angry workers * who were * told about low wages * decided * to have a protest./,Did the workers tell about low wages?,N,,0,53,2,14,1,3,Y,3658,0,1520,0,0,0.0000,0.0000,1520,1520,0,1520,1,1520
219,1,47,target,target_16,C,/+/Several angry workers * who were * told about low wages * decided * to have a protest./,Did the workers tell about low wages?,N,,0,53,2,14,2,2,Y,3658,0,776,0,0,0.0000,0.0000,776,776,0,776,1,776
219,1,47,target,target_16,C,/+/Several angry workers * who were * told about low wages * decided * to have a protest./,Did the workers tell about low wages?,N,,0,53,2,14,3,4,Y,3658,0,1680,0,0,0.0000,0.0000,1680,1680,0,1680,1,1680
219,1,47,target,target_16,C,/+/Several angry workers * who were * told about low wages * decided * to have a protest./,Did the workers tell about low wages?,N,,0,53,2,14,4,1,Y,3658,0,584,0,0,0.0000,0.0000,584,584,0,584,1,584
219,1,47,target,target_16,C,/+/Several angry workers * who were * told about low wages * decided * to have a protest./,Did the workers tell about low wages?,N,,0,53,2,14,5,4,Y,3658,0,2072,0,0,0.0000,0.0000,2072,2072,0,2072,1,2072
219,1,48,filler,filler_32,,/+/The science lecture competition held last month was a big success./,Was the science lecture competition a big success?,Y,,0,54,1,1,1,1,Y,2140,1,376,0,0,0.0000,0.0000,376,376,0,376,1,376
219,1,48,filler,filler_32,,/+/The science lecture competition held last month was a big success./,Was the science lecture competition a big success?,Y,,0,54,2,11,1,11,Y,2140,1,12584,0,0,0.0000,0.0000,12584,12584,0,12584,1,12584
219,1,49,filler,filler_12,,/+/The engineer said that the price of the house was too high./,Was the house cheap? ,N,,0,55,1,1,1,1,N,1491,1,303,0,0,0.0000,0.0000,303,303,0,303,1,303
219,1,49,filler,filler_12,,/+/The engineer said that the price of the house was too high./,Was the house cheap? ,N,,0,55,2,12,1,12,N,1491,1,4624,0,0,0.0000,0.0000,4624,4624,0,4624,1,4624
219,1,50,filler,filler_9,,/+/The old uncle was woken up by the strong earthquake./,Was the uncle woken up by the earthquake?,Y,,0,56,1,1,1,1,Y,2315,1,487,0,0,0.0000,0.0000,487,487,0,487,1,487
219,1,50,filler,filler_9,,/+/The old uncle was woken up by the strong earthquake./,Was the uncle woken up by the earthquake?,Y,,0,56,2,10,1,10,Y,2315,1,4752,0,0,0.0000,0.0000,4752,4752,0,4752,1,4752
219,1,51,target,target_17,G,/+/The hungry child * bought a chocolate * followed * his mother closely./,Did the child buy a chocolate?,N,,0,57,1,1,1,1,Y,1644,0,391,0,0,0.0000,0.0000,391,391,0,391,1,391
219,1,51,target,target_17,G,/+/The hungry child * bought a chocolate * followed * his mother closely./,Did the child buy a chocolate?,N,,0,57,2,10,1,3,Y,1644,0,1247,0,1,0.0000,0.5000,1247,1247,1456,2703,2,1352
219,1,51,target,target_17,G,/+/The hungry child * bought a chocolate * followed * his mother closely./,Did the child buy a chocolate?,N,,0,57,2,10,2,3,Y,1644,0,1193,1,1,0.3333,0.3333,1193,1193,1680,2873,3,958
219,1,51,target,target_17,G,/+/The hungry child * bought a chocolate * followed * his mother closely./,Did the child buy a chocolate?,N,,0,57,2,10,3,1,Y,1644,0,448,1,1,0.3333,0.3333,448,448,703,1151,3,384
219,1,51,target,target_17,G,/+/The hungry child * bought a chocolate * followed * his mother closely./,Did the child buy a chocolate?,N,,0,57,2,10,4,3,Y,1644,0,2560,1,0,0.5000,0.0000,8559,4720,2160,4720,2,2360
219,1,52,filler,filler_3,,/+/The ticket enabled the guest to have a free meal in a Chinese restaurant./,Did the ticket enable a free meal?,Y,,0,58,1,1,1,1,Y,1820,1,255,0,0,0.0000,0.0000,255,255,0,255,1,255
219,1,52,filler,filler_3,,/+/The ticket enabled the guest to have a free meal in a Chinese restaurant./,Did the ticket enable a free meal?,Y,,0,58,2,14,1,14,Y,1820,1,8592,0,0,0.0000,0.0000,8592,8592,0,8592,1,8592
219,1,53,filler,filler_39,,/+/The young boy spent a great deal of money on English learning books./,Did the young boy spend a great deal of money?,Y,,0,59,1,1,1,1,Y,3963,1,278,0,0,0.0000,0.0000,278,278,0,278,1,278
219,1,53,filler,filler_39,,/+/The young boy spent a great deal of money on English learning books./,Did the young boy spend a great deal of money?,Y,,0,59,2,13,1,13,Y,3963,1,6857,0,0,0.0000,0.0000,6857,6857,0,6857,1,6857
219,1,54,target,target_11,C,/+/The university student * who was * informed of the meeting * got up * in a hurry./,Did someone inform the student of the meeting?,Y,,0,60,1,1,1,1,Y,3563,1,686,0,0,0.0000,0.0000,686,686,0,686,1,686
219,1,54,target,target_11,C,/+/The university student * who was * informed of the meeting * got up * in a hurry./,Did someone inform the student of the meeting?,Y,,0,60,2,14,1,3,Y,3563,1,1814,0,1,0.0000,0.5000,1814,1814,1712,3526,2,1763
219,1,54,target,target_11,C,/+/The university student * who was * informed of the meeting * got up * in a hurry./,Did someone inform the student of the meeting?,Y,,0,60,2,14,2,2,Y,3563,1,1239,0,0,0.0000,0.0000,1239,1239,520,1759,2,880
219,1,54,target,target_11,C,/+/The university student * who was * informed of the meeting * got up * in a hurry./,Did someone inform the student of the meeting?,Y,,0,60,2,14,3,4,Y,3563,1,2334,0,0,0.0000,0.0000,2334,2334,1165,3499,2,1750
